turnings:	1583						
{	10507	1505	10507	10311505	15051504	20	}
{	10508	1504	10508	15051504	15041503	20	}
{	10509	1503	10509	15041503	15031502	20	}
{	10510	1502	10510	15031502	15021022	20	}
{	10511	1022	10511	15021022	10221020	20	}
{	10512	1015	10512	10161015	10159008	20	}
{	10513	9008	10513	10159008	90089009	20	}
{	10514	9009	10514	90089009	90091517	20	}
{	10515	1517	10515	90091517	15171518	20	}
{	10516	1601	10516	16001601	16011602	20	}
{	10517	1602	10517	16011602	16021603	20	}
{	10518	1603	10518	16021603	16031604	20	}
{	10519	1604	10519	16031604	16041605	20	}
{	10520	1605	10520	16041605	16051606	20	}
{	10521	1606	10521	16051606	16061607	20	}
{	10522	1607	10522	16061607	16073015	20	}
{	10523	3015	10523	16073015	30151608	20	}
{	10524	1608	10524	30151608	16081609	20	}
{	10525	1609	10525	16081609	16091610	20	}
{	10526	1610	10526	16091610	16101611	20	}
{	10527	1611	10527	16101611	16111612	20	}
{	10528	1612	10528	16111612	16121613	20	}
{	10529	1613	10529	16121613	16131016	20	}
{	10530	1016	10530	16131016	10161015	20	}
{	10531	1030	10531	10291030	10301614	20	}
{	10532	1614	10532	10301614	16141615	20	}
{	10533	1615	10533	16141615	16151616	20	}
{	10534	1616	10534	16151616	16161617	20	}
{	10535	1617	10535	16161617	16171618	20	}
{	10536	1618	10536	16171618	16181619	20	}
{	10537	1619	10537	16181619	16191620	20	}
{	10538	1620	10538	16191620	16201621	20	}
{	10539	1621	10539	16201621	16211622	20	}
{	10540	1622	10540	16211622	16229021	20	}
{	10541	9021	10541	16229021	90219022	20	}
{	10542	9024	10542	90239024	90241623	20	}
{	10543	1623	10543	90241623	16231624	20	}
{	10544	1624	10544	16231624	16241625	20	}
{	10545	1625	10545	16241625	16251626	20	}
{	10546	1626	10546	16251626	16261627	20	}
{	10547	1627	10547	16261627	16271628	20	}
{	10548	1628	10548	16271628	16281629	20	}
{	10549	1628	10549	16301628	16281627	20	}
{	10550	1627	10550	16281627	16271626	20	}
{	10551	1626	10551	16271626	16261625	20	}
{	10552	1625	10552	16261625	16251624	20	}
{	10553	1624	10553	16251624	16241623	20	}
{	10554	1623	10554	16241623	16239024	20	}
{	10555	9024	10555	16239024	90249023	20	}
{	10556	9021	10556	90229021	90211622	20	}
{	10557	1622	10557	90211622	16221621	20	}
{	10558	1621	10558	16221621	16211620	20	}
{	10559	1620	10559	16211620	16201619	20	}
{	10560	1619	10560	16201619	16191618	20	}
{	10561	1618	10561	16191618	16181617	20	}
{	10562	1617	10562	16181617	16171616	20	}
{	10563	1616	10563	16171616	16161615	20	}
{	10564	1615	10564	16161615	16151614	20	}
{	10565	1614	10565	16151614	16141030	20	}
{	10566	1030	10566	16141030	10301029	20	}
{	10567	1016	10567	10151016	10161631	20	}
{	10568	1631	10568	10161631	16311632	20	}
{	10569	1632	10569	16311632	16321610	20	}
{	10570	1610	10570	16321610	16101609	20	}
{	10571	1609	10571	16101609	16091608	20	}
{	10572	1608	10572	16091608	16083015	20	}
{	10573	3015	10573	16083015	30151607	20	}
{	10574	1607	10574	30151607	16071606	20	}
{	10575	1606	10575	16071606	16061605	20	}
{	10576	1605	10576	16061605	16051604	20	}
{	10577	1604	10577	16051604	16041633	20	}
{	10578	1633	10578	16041633	16331634	20	}
{	10579	1634	10579	16331634	16341601	20	}
{	10580	1601	10580	16341601	16011635	20	}
{	10581	9010	10581	90099010	90105600	20	}
{	10582	1517	10582	15001517	15179011	20	}
{	10583	9011	10583	15179011	90111700	20	}
{	10584	1700	10584	90111700	17001022	20	}
{	10585	1022	10585	17001022	10221023	20	}
{	10586	1614	10586	10301614	16141701	20	}
{	10587	1701	10587	16141701	17011702	20	}
{	10588	1702	10588	17011702	17021703	20	}
{	10589	1703	10589	17021703	17031704	20	}
{	10590	1704	10590	17031704	17041705	20	}
{	10591	1705	10591	17041705	17051706	20	}
{	10592	1706	10592	17051706	17061707	20	}
{	10593	1707	10593	17061707	17071708	20	}
{	10594	1708	10594	17071708	17081709	20	}
{	10595	1709	10595	17081709	17091710	20	}
{	10596	1710	10596	17091710	17101711	20	}
{	10597	1711	10597	17101711	17111712	20	}
{	10598	1712	10598	17111712	17121627	20	}
{	10599	1627	10599	17121627	16271628	20	}
{	10600	1627	10600	16281627	16271712	20	}
{	10601	1712	10601	16271712	17121711	20	}
{	10602	1711	10602	17121711	17111710	20	}
{	10603	1710	10603	17111710	17101709	20	}
{	10604	1709	10604	17101709	17091708	20	}
{	10605	1708	10605	17091708	17081707	20	}
{	10606	1707	10606	17081707	17071706	20	}
